erp_transaction_code,creator_user_id,movement_type,document_type, total_linhas , total_id_unicos ,valor_total_movimentado
FBDC_P001,TCOELHO,manual,N1, 181 , 16 ,0.00E+00
FBDC_P001,SOVALLE,automatic,BK, 180 , 54 ,0.00E+00
FBDC_P001,AAGUIAR,manual,N1, 177 , 50 ,0.00E+00
FBDC_P001,NCARDEIRA,manual,SA, 170 , 5 ,0.00E+00
FBDC_P001,ELAVIN,manual,N1, 157 , 9 ,0.00E+00
FBDC_P001,DABE,manual,N1, 150 , 32 ,0.00E+00
FBDC_P001,EMARIN,manual,N1, 148 , 17 ,0.00E+00
FBDC_P001,DCAMACHO,manual,SA, 148 , 36 ,0.00E+00
FBDC_P001,APEREZ,manual,FP, 146 , 16 ,0.00E+00
FBDC_P001,RCASTILLO,manual,SA, 141 , 21 ,0.00E+00
FBDC_P001,NMOLINA,manual,FP, 139 , 1 ,0.00E+00
FBDC_P001,EVALADEZ,manual,FP, 139 , 1 ,0.00E+00
FBDC_P001,ARAMIREZ,manual,SA, 139 , 22 ,0.00E+00
FBDC_P001,MTEHOZOL,manual,SA, 134 , 12 ,0.00E+00
FBDC_P001,MROJO,manual,SA, 133 , 31 ,0.00E+00
FBDC_P001,LUSOUZA,manual,N1, 130 , 13 ,0.00E+00
FBDC_P001,CALCANTARA,manual,N1, 128 , 17 ,0.00E+00
FBDC_P001,CRODRIGUEZ,manual,N1, 121 , 7 ,0.00E+00
FBDC_P001,CALCANTARA,manual,IC, 120 , 1 ,0.00E+00
FBDC_P001,SARIZA,manual,SA, 120 , 35 ,0.00E+00
FBDC_P001,APEREZ,manual,N1, 117 , 26 ,0.00E+00
FBDC_P001,JGONZAGA,manual,SA, 108 , 54 ,0.00E+00
FBDC_P001,OSOSA,manual,SA, 108 , 54 ,0.00E+00
FBDC_P001,LGUALBERTO,manual,FI, 98 , 48 ,0.00E+00
FBDC_P001,BBENITEZ,automatic,BK, 97 , 30 ,0.00E+00
FBDC_P001,UTEIXEIRA,manual,SA, 95 , 12 ,0.00E+00
FBDC_P001,EMARIN,manual,SA, 93 , 16 ,0.00E+00
FBDC_P001,EVALADEZ,manual,N1, 92 , 17 ,0.00E+00
FBDC_P001,DCARIUS,manual,SA, 91 , 16 ,0.00E+00
FBDC_P001,CGALVEZ,manual,N1, 86 , 5 ,0.00E+00
FBDC_P001,RDUARTE,automatic,BK, 86 , 39 ,0.00E+00
FBDC_P001,IRANGEL,manual,SA, 82 , 41 ,0.00E+00
FBDC_P001,IORLANDINI,manual,N1, 76 , 18 ,0.00E+00
FBDC_P001,RSTEPHANO,manual,SA, 76 , 13 ,0.00E+00
FBDC_P001,DFORIGUA,manual,SA, 75 , 18 ,0.00E+00
FBDC_P001,GSARAY,manual,SA, 75 , 14 ,0.00E+00
FBDC_P001,LSINIBALDI,automatic,ZR, 70 , 35 ,0.00E+00
FBDC_P001,JSANTAMARIA,manual,SA, 65 , 7 ,0.00E+00
FBDC_P001,RRAPOSO,manual,SA, 64 , 10 ,0.00E+00
FBDC_P001,EVALADEZ,manual,SA, 64 , 11 ,0.00E+00
FBDC_P001,ACOUTINHO,manual,SA, 64 , 32 ,0.00E+00
FBDC_P001,BCHAGAS,manual,N1, 61 , 14 ,0.00E+00
FBDC_P001,CNOMOTO,manual,N1, 60 , 14 ,0.00E+00
FBDC_P001,NMOLINA,manual,N1, 56 , 6 ,0.00E+00
FBDC_P001,SDNASCIMENTO,manual,N1, 54 , 22 ,0.00E+00
FBDC_P001,CALCANTARA,manual,CP, 52 , 6 ,0.00E+00
FBDC_P001,SBORECKI,manual,CP, 50 , 2 ,0.00E+00
FBDC_P001,JCAMPOS,manual,SA, 50 , 3 ,0.00E+00
FBDC_P001,DFERREIRA,manual,N1, 49 , 8 ,0.00E+00
FBDC_P001,LRODRIGUES,manual,N1, 46 , 1 ,0.00E+00
FBDC_P001,JALONSO,manual,SA, 45 , 5 ,0.00E+00
FBDC_P001,SAHERNANDEZ,manual,N1, 41 , 3 ,0.00E+00
FBDC_P001,ISOUZA,manual,SA, 40 , 20 ,0.00E+00
FBDC_P001,JTADEU,manual,N1, 38 , 8 ,0.00E+00
FBDC_P001,DFORIGUA,manual,N1, 38 , 3 ,0.00E+00
FBDC_P001,NCAMACHO,manual,N1, 38 , 9 ,0.00E+00
FBDC_P001,AROCHA,manual,N1, 36 , 18 ,0.00E+00
FBDC_P001,CLLANO,manual,SA, 34 , 2 ,0.00E+00
FBDC_P001,AOSORIO,manual,CP, 31 , 8 ,0.00E+00
FBDC_P001,JBARAUNA,manual,FP, 26 , 13 ,0.00E+00
FBDC_P001,EDLOPES,manual,N1, 26 , 4 ,0.00E+00
FBDC_P001,APEREZ,manual,RF, 24 , 3 ,0.00E+00
FBDC_P001,FERUIZ,manual,CP, 23 , 5 ,0.00E+00
FBDC_P001,ESANTIAGO,manual,SA, 23 , 5 ,0.00E+00
FBDC_P001,EFARIAS,manual,SA, 22 , 9 ,0.00E+00
FBDC_P001,JBARAUNA,manual,SA, 22 , 11 ,0.00E+00
FBDC_P001,EDLOPES,manual,SA, 22 , 7 ,0.00E+00
FBDC_P001,KPLAZA,manual,SA, 19 , 5 ,0.00E+00
FBDC_P001,MBINI,manual,SA, 19 , 7 ,0.00E+00
FBDC_P001,JTADEU,manual,SA, 18 , 3 ,0.00E+00
FBDC_P001,PEALMEIDA,automatic,CR, 18 , 6 ,0.00E+00
FBDC_P001,RCHANG,manual,SA, 16 , 3 ,0.00E+00
FBDC_P001,ADOMINGUEZ,manual,N1, 15 , 3 ,0.00E+00
FBDC_P001,MLATORRE,manual,SA, 14 , 6 ,0.00E+00
FBDC_P001,ARFRIAS,manual,N1, 12 , 6 ,0.00E+00
FBDC_P001,MCLARA,automatic,CR, 11 , 4 ,0.00E+00
FBDC_P001,ESANTIAGO,manual,GO, 10 , 2 ,0.00E+00
FBDC_P001,FERUIZ,manual,N1, 10 , 4 ,0.00E+00
FBDC_P001,RCASTILLO,manual,CP, 8 , 1 ,0.00E+00
FBDC_P001,BSARAIVA,manual,N1, 8 , 4 ,0.00E+00
FBDC_P001,LALOPES,manual,N1, 8 , 1 ,0.00E+00
FBDC_P001,BALVES,manual,N1, 8 , 4 ,0.00E+00
FBDC_P001,BCARVALHO,manual,N1, 8 , 4 ,0.00E+00
FBDC_P001,FAGUIRRE,automatic,ZR, 6 , 3 ,0.00E+00
FBDC_P001,KCORREA,manual,N1, 6 , 3 ,0.00E+00
FBDC_P001,LOSILVA,manual,N1, 4 , 2 ,0.00E+00
FBDC_P001,PLEANDRIN,automatic,BK, 4 , 2 ,0.00E+00
FBDC_P001,FRUIZ,manual,PR, 4 , 2 ,0.00E+00
FBDC_P001,DRODRIGUEZ,manual,SA, 4 , 2 ,0.00E+00
FBDC_P001,JVPEREIRA,manual,SA, 4 , 2 ,0.00E+00
FBDC_P001,ARAMIREZ,manual,N1, 4 , 1 ,0.00E+00
FBDC_P001,CGUTIERREZ,manual,SA, 4 , 1 ,0.00E+00
FBDC_P001,NSANTOS,manual,SA, 4 , 2 ,0.00E+00
FBDC_P001,WBATISTA,manual,GO, 2 , 1 ,0.00E+00
FBDC_P001,JALONSO,manual,N1, 2 , 1 ,0.00E+00
FBDC_P001,FSOUZA,manual,N1, 2 , 1 ,0.00E+00
FBDC_P001,LSINIBALDI,automatic,YX, 2 , 1 ,0.00E+00
FBDC_P001,PCAMPOS,manual,SA, 2 , 1 ,0.00E+00
FBL1N,IRANGEL,automatic,ES, 38 , 7 ,0.00E+00
FBL1N,OSOSA,automatic,ES, 30 , 10 ,0.00E+00
FBL1N,NSANTOS,automatic,ES, 15 , 5 ,0.00E+00
FBL1N,JTOCANCHON,automatic,ES, 14 , 2 ,0.00E+00
FBL1N,CALVAREZ,automatic,ES, 6 , 1 ,0.00E+00
FBVB,SAP_WFRT,automatic,KR," 15,080 "," 7,171 ",0.00E+00
FBVB,SAP_WFRT,automatic,KS," 4,110 "," 2,055 ",0.00E+00
FBZ2,OSOSA,automatic,KZ," 1,371 ", 454 ,0.00E+00
FBZ2,CALVAREZ,automatic,KZ, 746 , 226 ,0.00E+00
FBZ2,MREIS,automatic,KZ, 724 , 169 ,0.00E+00
FBZ2,NSANTOS,automatic,KZ, 278 , 102 ,0.00E+00
FBZ2,JTOCANCHON,automatic,KZ, 268 , 63 ,0.00E+00
FBZ2,KCORREA,automatic,KZ, 204 , 81 ,0.00E+00
FBZ2,IRANGEL,automatic,KZ, 96 , 36 ,0.00E+00
FBZ2,MOLIVEIRA,automatic,KZ, 76 , 18 ,0.00E+00
FBZ2,LLOPEZ,automatic,KZ, 23 , 10 ,0.00E+00
FBZ2,ISOUZA,automatic,KZ, 23 , 9 ,0.00E+00
FBZ2,ARFRIAS,automatic,KZ, 8 , 4 ,0.00E+00
FBZ2,DCOSTO,automatic,KZ, 4 , 2 ,0.00E+00
FBZ2,FAGUIRRE,automatic,KZ, 2 , 1 ,0.00E+00
FV60,CALVAREZ,automatic,KG, 84 , 28 ,0.00E+00
FV60,JTOCANCHON,automatic,KG, 18 , 7 ,0.00E+00
KO88,DFERREIRA,automatic,AA, 150 , 11 ,0.00E+00
KO88,DFERREIRA,automatic,ES, 56 , 2 ,0.00E+00
KO8G,DFERREIRA,automatic,AA," 38,067 "," 2,967 ",0.00E+00
KO8G,DFERREIRA,automatic,ES," 3,773 ", 234 ,0.00E+00
KO8G,MCOLOZZO,automatic,AA," 3,078 ", 238 ,0.00E+00
KSV5,SBORECKI,automatic,CS," 730,794 "," 4,198 ",0.00E+00
KSV5,DFERREIRA,automatic,CO," 187,534 ", 320 ,0.00E+00
KSV5,AMALMEIDA,automatic,CO," 21,740 ", 80 ,0.00E+00
KSV5,DFERREIRA,automatic,CS," 17,796 ", 113 ,0.00E+00
KSV5,MCOLOZZO,automatic,CO," 5,680 ", 11 ,0.00E+00
KSV5,TGONZALEZ,automatic,CO," 3,798 ", 25 ,0.00E+00
KSV5,MCOLOZZO,automatic,CS," 3,736 ", 20 ,0.00E+00
KSV5,TGONZALEZ,automatic,CS," 3,154 ", 50 ,0.00E+00
KSV5,AMALMEIDA,automatic,CS," 2,080 ", 27 ,0.00E+00
KSV5,JCAMPOS,automatic,CS, 188 , 7 ,0.00E+00
LSMW,LCAMARGO,automatic,AA," 11,952 "," 5,976 ",0.00E+00
LSMW,KBRIGHI,automatic,AA," 4,544 "," 2,272 ",0.00E+00
MIR4,CALVAREZ,automatic,AA, 64 , 4 ,0.00E+00
MIR4,ISOUZA,automatic,AA, 24 , 12 ,0.00E+00
MIR4,IRANGEL,automatic,AA, 20 , 10 ,0.00E+00
MIR4,DALVES,automatic,AA, 18 , 8 ,0.00E+00
MIR4,NSANTOS,automatic,AA, 8 , 4 ,0.00E+00
MIR4,MREIS,automatic,AA, 6 , 3 ,0.00E+00
MIRO,DALVES,automatic,RE," 25,438 "," 9,030 ",0.00E+00
MIRO,ISOUZA,automatic,RE," 14,127 "," 4,659 ",0.00E+00
MIRO,IRANGEL,automatic,RE," 13,938 "," 4,892 ",0.00E+00
MIRO,OSOSA,automatic,RE," 12,095 "," 3,698 ",0.00E+00
MIRO,CALVAREZ,automatic,RE," 10,176 "," 2,599 ",0.00E+00
MIRO,MREIS,automatic,RE," 5,959 "," 2,137 ",0.00E+00
MIRO,NSANTOS,automatic,RE," 4,532 "," 1,664 ",0.00E+00
MIRO,JTOCANCHON,automatic,RE," 2,989 ", 532 ,0.00E+00
MIRO,CALVAREZ,automatic,AA," 2,020 ", 50 ,0.00E+00
MIRO,IRANGEL,automatic,AA, 736 , 36 ,0.00E+00
MIRO,DALVES,automatic,AA, 596 , 40 ,0.00E+00
MIRO,ISOUZA,automatic,AA, 322 , 136 ,0.00E+00
MIRO,OSOSA,automatic,AA, 268 , 15 ,0.00E+00
MIRO,NSANTOS,automatic,AA, 262 , 11 ,0.00E+00
MIRO,JTOCANCHON,automatic,AA, 128 , 9 ,0.00E+00
MIRO,SAPCPI,automatic,RE, 41 , 13 ,0.00E+00
MIRO,MREIS,automatic,AA, 26 , 13 ,0.00E+00
MIRO,MOLIVEIRA,automatic,RE, 13 , 4 ,0.00E+00
MIRO,CALVAREZ,automatic,KR, 4 , 1 ,0.00E+00
MIRO,SAPCPI,automatic,AA, 2 , 1 ,0.00E+00
MIRO,CALVAREZ,manual,SR, 2 , 1 ,0.00E+00
MIRO,MOLIVEIRA,automatic,AA, 2 , 1 ,0.00E+00
MR8M,DALVES,automatic,RE, 100 , 30 ,0.00E+00
MR8M,NSANTOS,automatic,RE, 69 , 17 ,0.00E+00
MR8M,MREIS,automatic,RE, 42 , 14 ,0.00E+00
MR8M,SAPCPI,automatic,RE, 6 , 3 ,0.00E+00
MR8M,MOLIVEIRA,automatic,RE, 5 , 1 ,0.00E+00
MR8M,DALVES,automatic,AA, 2 , 1 ,0.00E+00
MR8M,SAPCPI,automatic,AA, 2 , 1 ,0.00E+00
ZFI_ADP,HBALBINO,manual,FP," 347,834 "," 173,917 ",0.00E+00
ZFI_ADP,JEPEREIRA,manual,FP," 32,784 "," 16,392 ",0.00E+00
ZLIA_COCKPIT,DALVES,automatic,AA, 176 , 75 ,0.00E+00
ZLIA_COCKPIT,IRANGEL,automatic,AA, 118 , 55 ,0.00E+00
ZLIA_COCKPIT,MREIS,automatic,AA, 60 , 25 ,0.00E+00
ZLIA_COCKPIT,ISOUZA,automatic,AA, 36 , 18 ,0.00E+00
ZLIA_COCKPIT,NSANTOS,automatic,AA, 16 , 8 ,0.00E+00
ZMM_CARGA_MIRO_MX,OSOSA,automatic,AA, 18 , 9 ,0.00E+00
